,Document ID,Annotator,Inception Project,Finished Annotation,Corpus,split
316,indeplux-1895-12-31-a-i0002,lmarxen,impresso-newsagencies: FR,True,fr,train
317,indeplux-1896-03-26-a-i0034,lmarxen,impresso-newsagencies: FR,True,fr,train
318,indeplux-1896-07-15-a-i0041,lmarxen,impresso-newsagencies: FR,True,fr,train
319,indeplux-1897-03-15-a-i0008,lmarxen,impresso-newsagencies: FR,True,fr,train
320,indeplux-1897-08-06-a-i0035,lmarxen,impresso-newsagencies: FR,True,fr,train
321,indeplux-1898-05-09-a-i0032,lmarxen,impresso-newsagencies: FR,True,fr,train
322,indeplux-1898-07-16-a-i0030,lmarxen,impresso-newsagencies: FR,True,fr,train
323,indeplux-1898-08-10-a-i0007,lmarxen,impresso-newsagencies: FR,True,fr,train
324,indeplux-1899-01-25-a-i0001,lmarxen,impresso-newsagencies: FR,True,fr,train
325,indeplux-1899-04-10-a-i0016,lmarxen,impresso-newsagencies: FR,True,fr,train
326,indeplux-1899-08-10-a-i0029,lmarxen,impresso-newsagencies: FR,True,fr,train
327,indeplux-1899-08-17-a-i0030,lmarxen,impresso-newsagencies: FR,True,fr,dev
328,indeplux-1899-09-12-a-i0013,lmarxen,impresso-newsagencies: FR,True,fr,train
329,indeplux-1900-02-06-a-i0052,lmarxen,impresso-newsagencies: FR,True,fr,train
330,indeplux-1900-05-28-a-i0057,lmarxen,impresso-newsagencies: FR,True,fr,train
331,indeplux-1900-06-18-a-i0036,lmarxen,impresso-newsagencies: FR,True,fr,dev
332,indeplux-1900-12-12-a-i0018,lmarxen,impresso-newsagencies: FR,True,fr,test
333,indeplux-1901-04-01-a-i0011,lmarxen,impresso-newsagencies: FR,True,fr,train
334,indeplux-1901-05-11-a-i0035,lmarxen,impresso-newsagencies: FR,True,fr,dev
335,indeplux-1902-05-01-a-i0011,lmarxen,impresso-newsagencies: FR,True,fr,train
336,indeplux-1903-03-26-a-i0008,lmarxen,impresso-newsagencies: FR,True,fr,train
337,indeplux-1903-05-20-a-i0003,lmarxen,impresso-newsagencies: FR,True,fr,test
338,indeplux-1904-01-11-a-i0003,lmarxen,impresso-newsagencies: FR,True,fr,train
339,indeplux-1904-06-25-a-i0010,lmarxen,impresso-newsagencies: FR,True,fr,train
340,indeplux-1905-01-27-a-i0026,lmarxen,impresso-newsagencies: FR,True,fr,test
341,indeplux-1906-01-18-a-i0034,lmarxen,impresso-newsagencies: FR,True,fr,train
342,indeplux-1908-10-22-a-i0004,lmarxen,impresso-newsagencies: FR,True,fr,train
343,indeplux-1909-11-10-a-i0015,lmarxen,impresso-newsagencies: FR,True,fr,train
344,indeplux-1909-12-15-a-i0002,lmarxen,impresso-newsagencies: FR,True,fr,train
345,indeplux-1912-12-28-a-i0027,lmarxen,impresso-newsagencies: FR,True,fr,train
346,indeplux-1913-06-16-a-i0036,lmarxen,impresso-newsagencies: FR,True,fr,train
347,indeplux-1919-04-17-a-i0002,lmarxen,impresso-newsagencies: FR,True,fr,train
348,indeplux-1921-05-07-a-i0047,lmarxen,impresso-newsagencies: FR,True,fr,train
349,indeplux-1922-02-07-a-i0024,lmarxen,impresso-newsagencies: FR,True,fr,train
350,indeplux-1925-10-15-b-i0061,lmarxen,impresso-newsagencies: FR,True,fr,train
351,indeplux-1925-12-03-b-i0042,lmarxen,impresso-newsagencies: FR,True,fr,train
352,indeplux-1926-04-16-b-i0023,lmarxen,impresso-newsagencies: FR,True,fr,train
353,indeplux-1927-07-15-a-i0010,lmarxen,impresso-newsagencies: FR,True,fr,train
354,indeplux-1934-10-17-a-i0029,lmarxen,impresso-newsagencies: FR,True,fr,train
355,lunion-1863-03-13-a-i0024,lmarxen,impresso-newsagencies: DE,True,de,train
356,lunion-1863-03-13-a-i0024,lmarxen,impresso-newsagencies: FR,True,fr,train
357,lunion-1865-10-10-a-i0023,lmarxen,impresso-newsagencies: DE,True,de,train
358,lunion-1865-10-10-a-i0023,lmarxen,impresso-newsagencies: FR,True,fr,train
359,lunion-1866-01-22-a-i0023,lmarxen,impresso-newsagencies: DE,True,de,dev
360,lunion-1866-01-22-a-i0023,lmarxen,impresso-newsagencies: FR,True,fr,dev
361,lunion-1866-04-10-a-i0021,lmarxen,impresso-newsagencies: DE,True,de,train
362,lunion-1866-04-10-a-i0021,lmarxen,impresso-newsagencies: FR,True,fr,train
363,lunion-1860-11-27-a-i0004,lmarxen,impresso-newsagencies: DE,True,de,test
364,lunion-1860-11-27-a-i0004,lmarxen,impresso-newsagencies: FR,True,fr,test
365,lunion-1863-03-24-a-i0024,lmarxen,impresso-newsagencies: DE,True,de,train
366,lunion-1863-03-24-a-i0024,lmarxen,impresso-newsagencies: FR,True,fr,train
367,lunion-1863-06-20-a-i0022,lmarxen,impresso-newsagencies: DE,True,de,train
368,lunion-1863-06-20-a-i0022,lmarxen,impresso-newsagencies: FR,True,fr,train
369,lunion-1864-06-12-a-i0014,lmarxen,impresso-newsagencies: DE,True,de,train
370,lunion-1864-06-12-a-i0014,lmarxen,impresso-newsagencies: FR,True,fr,train
371,lunion-1865-02-05-a-i0012,lmarxen,impresso-newsagencies: DE,True,de,test
372,lunion-1865-02-05-a-i0012,lmarxen,impresso-newsagencies: FR,True,fr,test
373,lunion-1865-10-22-a-i0006,lmarxen,impresso-newsagencies: DE,True,de,train
374,lunion-1865-10-22-a-i0006,lmarxen,impresso-newsagencies: FR,True,fr,train
375,lunion-1866-02-16-a-i0009,lmarxen,impresso-newsagencies: DE,True,de,test
376,lunion-1866-02-16-a-i0009,lmarxen,impresso-newsagencies: FR,True,fr,test
377,lunion-1866-03-27-a-i0011,lmarxen,impresso-newsagencies: DE,True,de,train
378,lunion-1866-03-27-a-i0011,lmarxen,impresso-newsagencies: FR,True,fr,train
379,lunion-1866-07-20-a-i0010,lmarxen,impresso-newsagencies: DE,True,de,dev
380,lunion-1866-07-20-a-i0010,lmarxen,impresso-newsagencies: FR,True,fr,dev
381,lunion-1868-02-07-a-i0023,lmarxen,impresso-newsagencies: DE,True,de,train
382,lunion-1868-02-07-a-i0023,lmarxen,impresso-newsagencies: FR,True,fr,train
383,lunion-1869-04-07-a-i0011,lmarxen,impresso-newsagencies: DE,True,de,train
384,lunion-1869-04-07-a-i0011,lmarxen,impresso-newsagencies: FR,True,fr,train
385,lunion-1870-03-23-a-i0032,lmarxen,impresso-newsagencies: DE,True,de,train
386,lunion-1870-03-23-a-i0032,lmarxen,impresso-newsagencies: FR,True,fr,train
387,lunion-1870-06-02-a-i0014,lmarxen,impresso-newsagencies: DE,True,de,train
388,lunion-1870-06-02-a-i0014,lmarxen,impresso-newsagencies: FR,True,fr,train
389,luxwort-1849-06-03-a-i0008,mduring,impresso-newsagencies: DE,True,de,train
390,luxwort-1849-06-03-a-i0008,lmarxen,impresso-newsagencies: FR,True,fr,train
391,luxwort-1849-07-15-a-i0002,mduring,impresso-newsagencies: DE,True,de,train
392,luxwort-1849-07-15-a-i0002,lmarxen,impresso-newsagencies: FR,True,fr,train
393,luxwort-1849-10-05-a-i0009,mduring,impresso-newsagencies: DE,True,de,train
394,luxwort-1849-10-05-a-i0009,lmarxen,impresso-newsagencies: FR,True,fr,train
395,luxwort-1850-05-12-a-i0004,mduring,impresso-newsagencies: DE,True,de,dev
396,luxwort-1850-05-12-a-i0004,lmarxen,impresso-newsagencies: FR,True,fr,dev
397,luxwort-1853-11-27-a-i0001,mduring,impresso-newsagencies: DE,True,de,train
398,luxwort-1853-11-27-a-i0001,lmarxen,impresso-newsagencies: FR,True,fr,train
399,luxwort-1854-04-14-a-i0012,mduring,impresso-newsagencies: DE,True,de,train
400,luxwort-1854-04-14-a-i0012,lmarxen,impresso-newsagencies: FR,True,fr,train
401,luxwort-1858-02-26-a-i0009,mduring,impresso-newsagencies: DE,True,de,train
402,luxwort-1858-02-26-a-i0009,lmarxen,impresso-newsagencies: FR,True,fr,train
403,luxwort-1858-11-25-a-i0009,mduring,impresso-newsagencies: DE,True,de,dev
404,luxwort-1858-11-25-a-i0009,lmarxen,impresso-newsagencies: FR,True,fr,dev
405,luxwort-1861-12-13-a-i0006,mduring,impresso-newsagencies: DE,True,de,train
406,luxwort-1861-12-13-a-i0006,lmarxen,impresso-newsagencies: FR,True,fr,train
407,luxwort-1864-02-06-a-i0011,mduring,impresso-newsagencies: DE,True,de,train
408,luxwort-1864-02-06-a-i0011,lmarxen,impresso-newsagencies: FR,True,fr,train
409,luxwort-1864-02-28-a-i0009,mduring,impresso-newsagencies: DE,True,de,train
410,luxwort-1864-02-28-a-i0009,lmarxen,impresso-newsagencies: FR,True,fr,train
411,luxwort-1868-07-16-a-i0004,mduring,impresso-newsagencies: DE,True,de,train
412,luxwort-1868-07-16-a-i0004,lmarxen,impresso-newsagencies: FR,True,fr,train
413,luxwort-1869-08-20-a-i0024,mduring,impresso-newsagencies: DE,True,de,dev
414,luxwort-1869-08-20-a-i0024,lmarxen,impresso-newsagencies: FR,True,fr,dev
415,luxwort-1869-09-05-a-i0022,mduring,impresso-newsagencies: DE,True,de,test
416,luxwort-1869-09-05-a-i0022,lmarxen,impresso-newsagencies: FR,True,fr,test
417,luxwort-1869-09-22-a-i0010,mduring,impresso-newsagencies: DE,True,de,dev
418,luxwort-1869-09-22-a-i0010,lmarxen,impresso-newsagencies: FR,True,fr,dev
419,luxwort-1870-04-13-a-i0016,mduring,impresso-newsagencies: DE,True,de,train
420,luxwort-1870-04-13-a-i0016,lmarxen,impresso-newsagencies: FR,True,fr,train
421,luxwort-1870-05-18-a-i0005,mduring,impresso-newsagencies: DE,True,de,train
422,luxwort-1870-05-18-a-i0005,lmarxen,impresso-newsagencies: FR,True,fr,train
423,luxwort-1871-06-24-a-i0023,mduring,impresso-newsagencies: DE,True,de,train
424,luxwort-1871-06-24-a-i0023,lmarxen,impresso-newsagencies: FR,True,fr,train
425,luxwort-1871-09-06-a-i0023,mduring,impresso-newsagencies: DE,True,de,train
426,luxwort-1871-09-06-a-i0023,lmarxen,impresso-newsagencies: FR,True,fr,train
427,luxwort-1871-09-14-a-i0019,mduring,impresso-newsagencies: DE,True,de,test
428,luxwort-1871-09-14-a-i0019,lmarxen,impresso-newsagencies: FR,True,fr,test
429,luxwort-1872-04-08-a-i0029,mduring,impresso-newsagencies: DE,True,de,train
430,luxwort-1872-04-08-a-i0029,lmarxen,impresso-newsagencies: FR,True,fr,train
431,luxwort-1873-07-18-a-i0028,mduring,impresso-newsagencies: DE,True,de,train
432,luxwort-1873-07-18-a-i0028,lmarxen,impresso-newsagencies: FR,True,fr,train
433,luxwort-1874-05-02-a-i0002,mduring,impresso-newsagencies: DE,True,de,train
434,luxwort-1874-05-02-a-i0002,lmarxen,impresso-newsagencies: FR,True,fr,train
435,luxwort-1874-06-15-a-i0029,mduring,impresso-newsagencies: DE,True,de,train
436,luxwort-1874-06-15-a-i0029,lmarxen,impresso-newsagencies: FR,True,fr,train
437,luxwort-1874-09-16-a-i0004,mduring,impresso-newsagencies: DE,True,de,dev
438,luxwort-1874-09-16-a-i0004,lmarxen,impresso-newsagencies: FR,True,fr,dev
439,luxwort-1874-10-01-a-i0005,mduring,impresso-newsagencies: DE,True,de,train
440,luxwort-1874-10-01-a-i0005,lmarxen,impresso-newsagencies: FR,True,fr,train
441,luxwort-1874-10-31-a-i0011,mduring,impresso-newsagencies: DE,True,de,train
442,luxwort-1874-10-31-a-i0011,lmarxen,impresso-newsagencies: FR,True,fr,train
443,luxwort-1875-02-03-a-i0021,mduring,impresso-newsagencies: DE,True,de,train
444,luxwort-1875-02-03-a-i0021,lmarxen,impresso-newsagencies: FR,True,fr,train
445,luxwort-1875-09-20-a-i0010,mduring,impresso-newsagencies: DE,True,de,test
446,luxwort-1875-09-20-a-i0010,lmarxen,impresso-newsagencies: FR,True,fr,test
447,luxwort-1875-10-07-a-i0018,mduring,impresso-newsagencies: DE,True,de,train
448,luxwort-1875-10-07-a-i0018,lmarxen,impresso-newsagencies: FR,True,fr,train
449,luxwort-1875-10-20-a-i0001,mduring,impresso-newsagencies: DE,True,de,dev
450,luxwort-1875-10-20-a-i0001,lmarxen,impresso-newsagencies: FR,True,fr,dev
451,luxwort-1875-10-25-a-i0005,mduring,impresso-newsagencies: DE,True,de,train
452,luxwort-1875-10-25-a-i0005,lmarxen,impresso-newsagencies: FR,True,fr,train
453,luxwort-1876-08-30-a-i0004,mduring,impresso-newsagencies: DE,True,de,train
454,luxwort-1876-08-30-a-i0004,lmarxen,impresso-newsagencies: FR,True,fr,train
455,luxwort-1876-09-11-a-i0005,mduring,impresso-newsagencies: DE,True,de,train
456,luxwort-1876-09-11-a-i0005,lmarxen,impresso-newsagencies: FR,True,fr,train
457,luxwort-1878-06-22-a-i0029,mduring,impresso-newsagencies: DE,True,de,dev
458,luxwort-1878-06-22-a-i0029,lmarxen,impresso-newsagencies: FR,True,fr,dev
459,luxwort-1878-08-10-a-i0006,mduring,impresso-newsagencies: DE,True,de,train
460,luxwort-1878-08-10-a-i0006,lmarxen,impresso-newsagencies: FR,True,fr,train
461,luxwort-1880-01-12-a-i0010,mduring,impresso-newsagencies: DE,True,de,test
462,luxwort-1880-01-12-a-i0010,lmarxen,impresso-newsagencies: FR,True,fr,test
463,luxwort-1880-04-03-a-i0005,mduring,impresso-newsagencies: DE,True,de,train
464,luxwort-1880-04-03-a-i0005,lmarxen,impresso-newsagencies: FR,True,fr,train
465,luxwort-1881-03-29-a-i0012,mduring,impresso-newsagencies: DE,True,de,test
466,luxwort-1881-03-29-a-i0012,lmarxen,impresso-newsagencies: FR,True,fr,test
467,luxwort-1881-04-12-a-i0009,mduring,impresso-newsagencies: DE,True,de,train
468,luxwort-1881-04-12-a-i0009,lmarxen,impresso-newsagencies: FR,True,fr,train
469,luxwort-1882-01-12-a-i0013,mduring,impresso-newsagencies: DE,True,de,train
470,luxwort-1882-01-12-a-i0013,lmarxen,impresso-newsagencies: FR,True,fr,train
471,luxwort-1883-03-05-a-i0024,mduring,impresso-newsagencies: DE,True,de,train
472,luxwort-1883-03-05-a-i0024,lmarxen,impresso-newsagencies: FR,True,fr,train
473,luxwort-1883-03-12-a-i0008,mduring,impresso-newsagencies: DE,True,de,train
474,luxwort-1883-03-12-a-i0008,lmarxen,impresso-newsagencies: FR,True,fr,train
475,luxwort-1887-09-13-a-i0007,mduring,impresso-newsagencies: DE,True,de,train
476,luxwort-1887-09-13-a-i0007,lmarxen,impresso-newsagencies: FR,True,fr,train
477,luxwort-1888-04-02-a-i0016,mduring,impresso-newsagencies: DE,True,de,train
478,luxwort-1888-04-02-a-i0016,lmarxen,impresso-newsagencies: FR,True,fr,train
479,luxwort-1889-02-07-a-i0003,mduring,impresso-newsagencies: DE,True,de,train
480,luxwort-1889-02-07-a-i0003,lmarxen,impresso-newsagencies: FR,True,fr,train
481,luxwort-1889-06-26-a-i0015,mduring,impresso-newsagencies: DE,True,de,train
482,luxwort-1889-06-26-a-i0015,lmarxen,impresso-newsagencies: FR,True,fr,train
483,luxwort-1890-06-19-a-i0002,mduring,impresso-newsagencies: DE,True,de,train
484,luxwort-1890-06-19-a-i0002,lmarxen,impresso-newsagencies: FR,True,fr,train
485,luxwort-1891-02-27-a-i0003,mduring,impresso-newsagencies: DE,True,de,train
486,luxwort-1891-02-27-a-i0003,lmarxen,impresso-newsagencies: FR,True,fr,train
487,luxwort-1894-10-22-a-i0026,mduring,impresso-newsagencies: DE,True,de,test
488,luxwort-1894-10-22-a-i0026,lmarxen,impresso-newsagencies: FR,True,fr,test
489,luxwort-1897-07-10-b-i0002,mduring,impresso-newsagencies: DE,True,de,train
490,luxwort-1897-07-10-b-i0002,lmarxen,impresso-newsagencies: FR,True,fr,train
491,luxwort-1897-10-23-a-i0003,mduring,impresso-newsagencies: DE,True,de,dev
492,luxwort-1897-10-23-a-i0003,lmarxen,impresso-newsagencies: FR,True,fr,dev
493,luxwort-1902-03-01-a-i0014,mduring,impresso-newsagencies: DE,True,de,train
494,luxwort-1902-03-01-a-i0014,lmarxen,impresso-newsagencies: FR,True,fr,train
495,luxwort-1902-12-29-a-i0010,mduring,impresso-newsagencies: DE,True,de,train
496,luxwort-1902-12-29-a-i0010,lmarxen,impresso-newsagencies: FR,True,fr,train
497,luxwort-1903-04-21-a-i0003,mduring,impresso-newsagencies: DE,True,de,train
498,luxwort-1903-04-21-a-i0003,lmarxen,impresso-newsagencies: FR,True,fr,train
499,luxwort-1904-02-20-b-i0003,mduring,impresso-newsagencies: DE,True,de,train
500,luxwort-1904-02-20-b-i0003,lmarxen,impresso-newsagencies: FR,True,fr,train
501,luxwort-1904-02-25-a-i0009,mduring,impresso-newsagencies: DE,True,de,train
502,luxwort-1904-02-25-a-i0009,lmarxen,impresso-newsagencies: FR,True,fr,train
503,luxwort-1904-04-13-a-i0008,mduring,impresso-newsagencies: DE,True,de,train
504,luxwort-1904-04-13-a-i0008,lmarxen,impresso-newsagencies: FR,True,fr,train
505,luxwort-1904-05-21-a-i0007,mduring,impresso-newsagencies: DE,True,de,train
506,luxwort-1904-05-21-a-i0007,lmarxen,impresso-newsagencies: FR,True,fr,train
507,luxwort-1905-01-25-b-i0036,mduring,impresso-newsagencies: DE,True,de,train
508,luxwort-1905-01-25-b-i0036,lmarxen,impresso-newsagencies: FR,True,fr,train
509,luxwort-1905-03-11-b-i0009,mduring,impresso-newsagencies: DE,True,de,train
510,luxwort-1905-03-11-b-i0009,lmarxen,impresso-newsagencies: FR,True,fr,train
511,luxwort-1907-05-18-b-i0014,mduring,impresso-newsagencies: DE,True,de,dev
512,luxwort-1907-05-18-b-i0014,lmarxen,impresso-newsagencies: FR,True,fr,dev
513,luxwort-1912-07-30-a-i0012,mduring,impresso-newsagencies: DE,True,de,train
514,luxwort-1912-07-30-a-i0012,lmarxen,impresso-newsagencies: FR,True,fr,train
515,luxwort-1915-02-05-a-i0001,mduring,impresso-newsagencies: DE,True,de,train
516,luxwort-1915-02-05-a-i0001,lmarxen,impresso-newsagencies: FR,True,fr,train
517,luxwort-1915-06-03-a-i0016,mduring,impresso-newsagencies: DE,True,de,train
518,luxwort-1915-06-03-a-i0016,lmarxen,impresso-newsagencies: FR,True,fr,train
519,luxwort-1915-08-08-a-i0010,mduring,impresso-newsagencies: DE,True,de,train
520,luxwort-1915-08-08-a-i0010,lmarxen,impresso-newsagencies: FR,True,fr,train
521,luxwort-1915-08-21-a-i0020,mduring,impresso-newsagencies: DE,True,de,train
522,luxwort-1915-08-21-a-i0020,lmarxen,impresso-newsagencies: FR,True,fr,train
523,luxwort-1915-08-28-a-i0018,mduring,impresso-newsagencies: DE,True,de,train
524,luxwort-1915-08-28-a-i0018,lmarxen,impresso-newsagencies: FR,True,fr,train
525,luxwort-1915-10-08-a-i0004,mduring,impresso-newsagencies: DE,True,de,train
526,luxwort-1915-10-08-a-i0004,lmarxen,impresso-newsagencies: FR,True,fr,train
527,luxwort-1915-11-01-a-i0035,mduring,impresso-newsagencies: DE,True,de,train
528,luxwort-1915-11-01-a-i0035,lmarxen,impresso-newsagencies: FR,True,fr,train
529,luxwort-1916-03-14-a-i0014,mduring,impresso-newsagencies: DE,True,de,train
530,luxwort-1916-03-14-a-i0014,lmarxen,impresso-newsagencies: FR,True,fr,train
531,luxwort-1916-09-16-a-i0007,mduring,impresso-newsagencies: DE,True,de,train
532,luxwort-1916-09-16-a-i0007,lmarxen,impresso-newsagencies: FR,True,fr,train
533,luxwort-1917-02-19-a-i0027,mduring,impresso-newsagencies: DE,True,de,test
534,luxwort-1917-02-19-a-i0027,lmarxen,impresso-newsagencies: FR,True,fr,test
535,luxwort-1917-05-10-a-i0005,mduring,impresso-newsagencies: DE,True,de,train
536,luxwort-1917-05-10-a-i0005,lmarxen,impresso-newsagencies: FR,True,fr,train
537,luxwort-1917-06-27-a-i0010,mduring,impresso-newsagencies: DE,True,de,dev
538,luxwort-1917-06-27-a-i0010,lmarxen,impresso-newsagencies: FR,True,fr,dev
539,luxwort-1917-07-01-a-i0011,mduring,impresso-newsagencies: DE,True,de,train
540,luxwort-1917-07-01-a-i0011,lmarxen,impresso-newsagencies: FR,True,fr,train
541,luxwort-1918-03-26-a-i0003,mduring,impresso-newsagencies: DE,True,de,train
542,luxwort-1918-03-26-a-i0003,lmarxen,impresso-newsagencies: FR,True,fr,train
543,luxwort-1920-03-24-a-i0007,mduring,impresso-newsagencies: DE,True,de,train
544,luxwort-1920-03-24-a-i0007,lmarxen,impresso-newsagencies: FR,True,fr,train
545,luxwort-1920-12-06-a-i0006,mduring,impresso-newsagencies: DE,True,de,train
546,luxwort-1920-12-06-a-i0006,lmarxen,impresso-newsagencies: FR,True,fr,train
547,luxwort-1922-07-21-b-i0010,mduring,impresso-newsagencies: DE,True,de,train
548,luxwort-1922-07-21-b-i0010,lmarxen,impresso-newsagencies: FR,True,fr,train
549,luxwort-1922-09-14-a-i0017,mduring,impresso-newsagencies: DE,True,de,train
550,luxwort-1922-09-14-a-i0017,lmarxen,impresso-newsagencies: FR,True,fr,train
551,luxwort-1923-03-15-a-i0012,mduring,impresso-newsagencies: DE,True,de,test
552,luxwort-1923-03-15-a-i0012,lmarxen,impresso-newsagencies: FR,True,fr,test
553,luxwort-1923-04-05-a-i0017,mduring,impresso-newsagencies: DE,True,de,train
554,luxwort-1923-04-05-a-i0017,lmarxen,impresso-newsagencies: FR,True,fr,train
555,luxwort-1923-04-10-a-i0030,mduring,impresso-newsagencies: DE,True,de,train
556,luxwort-1923-04-10-a-i0030,lmarxen,impresso-newsagencies: FR,True,fr,train
557,luxwort-1923-07-19-a-i0003,mduring,impresso-newsagencies: DE,True,de,train
558,luxwort-1923-07-19-a-i0003,lmarxen,impresso-newsagencies: FR,True,fr,train
559,luxwort-1923-08-28-a-i0023,mduring,impresso-newsagencies: DE,True,de,train
560,luxwort-1923-08-28-a-i0023,lmarxen,impresso-newsagencies: FR,True,fr,train
561,luxwort-1923-10-16-a-i0013,mduring,impresso-newsagencies: DE,True,de,train
562,luxwort-1923-10-16-a-i0013,lmarxen,impresso-newsagencies: FR,True,fr,train
563,luxwort-1924-04-12-a-i0051,mduring,impresso-newsagencies: DE,True,de,train
564,luxwort-1924-04-12-a-i0051,lmarxen,impresso-newsagencies: FR,True,fr,train
565,luxwort-1924-06-02-a-i0006,mduring,impresso-newsagencies: DE,True,de,train
566,luxwort-1924-06-02-a-i0006,lmarxen,impresso-newsagencies: FR,True,fr,train
567,luxwort-1924-12-23-a-i0022,mduring,impresso-newsagencies: DE,True,de,train
568,luxwort-1924-12-23-a-i0022,lmarxen,impresso-newsagencies: FR,True,fr,train
569,luxwort-1926-06-11-a-i0046,mduring,impresso-newsagencies: DE,True,de,train
570,luxwort-1926-06-11-a-i0046,lmarxen,impresso-newsagencies: FR,True,fr,train
571,luxwort-1928-01-07-a-i0007,mduring,impresso-newsagencies: DE,True,de,train
572,luxwort-1928-01-07-a-i0007,lmarxen,impresso-newsagencies: FR,True,fr,train
573,luxwort-1928-11-30-a-i0028,mduring,impresso-newsagencies: DE,True,de,train
574,luxwort-1928-11-30-a-i0028,lmarxen,impresso-newsagencies: FR,True,fr,train
575,luxwort-1928-12-04-a-i0057,mduring,impresso-newsagencies: DE,True,de,dev
576,luxwort-1928-12-04-a-i0057,lmarxen,impresso-newsagencies: FR,True,fr,dev
577,luxwort-1929-05-24-a-i0028,mduring,impresso-newsagencies: DE,True,de,train
578,luxwort-1929-05-24-a-i0028,lmarxen,impresso-newsagencies: FR,True,fr,train
579,luxwort-1929-10-10-a-i0002,mduring,impresso-newsagencies: DE,True,de,train
580,luxwort-1929-10-10-a-i0002,lmarxen,impresso-newsagencies: FR,True,fr,train
581,luxwort-1929-11-21-a-i0021,mduring,impresso-newsagencies: DE,True,de,train
582,luxwort-1929-11-21-a-i0021,lmarxen,impresso-newsagencies: FR,True,fr,train
583,luxwort-1930-12-17-a-i0004,mduring,impresso-newsagencies: DE,True,de,train
584,luxwort-1930-12-17-a-i0004,lmarxen,impresso-newsagencies: FR,True,fr,train
585,luxwort-1931-02-26-b-i0003,mduring,impresso-newsagencies: DE,True,de,test
586,luxwort-1931-02-26-b-i0003,lmarxen,impresso-newsagencies: FR,True,fr,test
587,luxwort-1932-07-08-a-i0004,mduring,impresso-newsagencies: DE,True,de,test
588,luxwort-1932-07-08-a-i0004,lmarxen,impresso-newsagencies: FR,True,fr,test
589,luxwort-1932-09-26-a-i0048,mduring,impresso-newsagencies: DE,True,de,train
590,luxwort-1932-09-26-a-i0048,lmarxen,impresso-newsagencies: FR,True,fr,train
591,luxwort-1933-01-17-a-i0022,mduring,impresso-newsagencies: DE,True,de,train
592,luxwort-1933-01-17-a-i0022,lmarxen,impresso-newsagencies: FR,True,fr,train
593,luxwort-1933-05-01-a-i0039,mduring,impresso-newsagencies: DE,True,de,train
594,luxwort-1933-05-01-a-i0039,lmarxen,impresso-newsagencies: FR,True,fr,train
595,luxwort-1933-10-23-a-i0021,mduring,impresso-newsagencies: DE,True,de,train
596,luxwort-1933-10-23-a-i0021,lmarxen,impresso-newsagencies: FR,True,fr,train
597,luxwort-1934-03-23-a-i0022,mduring,impresso-newsagencies: DE,True,de,train
598,luxwort-1934-03-23-a-i0022,lmarxen,impresso-newsagencies: FR,True,fr,train
599,luxwort-1934-04-24-a-i0024,mduring,impresso-newsagencies: DE,True,de,test
600,luxwort-1934-04-24-a-i0024,lmarxen,impresso-newsagencies: FR,True,fr,test
601,luxwort-1934-07-12-a-i0003,mduring,impresso-newsagencies: DE,True,de,dev
602,luxwort-1934-07-12-a-i0003,lmarxen,impresso-newsagencies: FR,True,fr,dev
603,luxwort-1934-10-24-a-i0045,mduring,impresso-newsagencies: DE,True,de,train
604,luxwort-1934-10-24-a-i0045,lmarxen,impresso-newsagencies: FR,True,fr,train
605,luxwort-1934-11-28-a-i0051,mduring,impresso-newsagencies: DE,True,de,train
606,luxwort-1934-11-28-a-i0051,lmarxen,impresso-newsagencies: FR,True,fr,train
607,luxwort-1934-12-10-a-i0005,mduring,impresso-newsagencies: DE,True,de,dev
608,luxwort-1934-12-10-a-i0005,lmarxen,impresso-newsagencies: FR,True,fr,dev
609,luxwort-1935-02-09-a-i0076,mduring,impresso-newsagencies: DE,True,de,train
610,luxwort-1935-02-09-a-i0076,lmarxen,impresso-newsagencies: FR,True,fr,train
611,luxwort-1935-03-29-a-i0015,mduring,impresso-newsagencies: DE,True,de,train
612,luxwort-1935-03-29-a-i0015,lmarxen,impresso-newsagencies: FR,True,fr,train
613,luxwort-1936-07-29-a-i0018,mduring,impresso-newsagencies: DE,True,de,dev
614,luxwort-1936-07-29-a-i0018,lmarxen,impresso-newsagencies: FR,True,fr,dev
615,luxwort-1937-01-16-a-i0003,mduring,impresso-newsagencies: DE,True,de,train
616,luxwort-1937-01-16-a-i0003,lmarxen,impresso-newsagencies: FR,True,fr,train
617,luxwort-1937-08-06-a-i0035,mduring,impresso-newsagencies: DE,True,de,train
618,luxwort-1937-08-06-a-i0035,lmarxen,impresso-newsagencies: FR,True,fr,train
619,luxwort-1937-12-26-a-i0011,mduring,impresso-newsagencies: DE,True,de,train
620,luxwort-1937-12-26-a-i0011,lmarxen,impresso-newsagencies: FR,True,fr,train
621,luxwort-1938-07-09-a-i0134,mduring,impresso-newsagencies: DE,True,de,dev
622,luxwort-1938-07-09-a-i0134,lmarxen,impresso-newsagencies: FR,True,fr,dev
623,luxwort-1938-09-28-a-i0034,mduring,impresso-newsagencies: DE,True,de,train
624,luxwort-1938-09-28-a-i0034,lmarxen,impresso-newsagencies: FR,True,fr,train
625,luxwort-1938-11-09-a-i0066,mduring,impresso-newsagencies: DE,True,de,train
626,luxwort-1938-11-09-a-i0066,lmarxen,impresso-newsagencies: FR,True,fr,train
