,Document ID,Corpus,Annotator,Inception Project,Finished Annotation,split
316,luxwort-1878-06-22-a-i0029,de,mduring,impresso-newsagencies: DE,True,dev
317,luxwort-1878-08-10-a-i0006,de,mduring,impresso-newsagencies: DE,True,train
318,luxwort-1880-04-03-a-i0005,de,mduring,impresso-newsagencies: DE,True,train
319,luxwort-1881-03-29-a-i0012,de,mduring,impresso-newsagencies: DE,True,test
320,luxwort-1882-01-12-a-i0013,de,mduring,impresso-newsagencies: DE,True,train
321,luxwort-1883-03-05-a-i0024,de,mduring,impresso-newsagencies: DE,True,train
322,luxwort-1883-03-12-a-i0008,de,mduring,impresso-newsagencies: DE,True,train
323,luxwort-1887-09-13-a-i0007,de,mduring,impresso-newsagencies: DE,True,train
324,luxwort-1888-04-02-a-i0016,de,mduring,impresso-newsagencies: DE,True,train
325,luxwort-1889-02-07-a-i0003,de,mduring,impresso-newsagencies: DE,True,train
326,luxwort-1889-06-26-a-i0015,de,mduring,impresso-newsagencies: DE,True,train
327,luxwort-1891-02-27-a-i0003,de,mduring,impresso-newsagencies: DE,True,train
328,luxwort-1894-10-22-a-i0026,de,mduring,impresso-newsagencies: DE,True,test
329,luxwort-1897-07-10-b-i0002,de,mduring,impresso-newsagencies: DE,True,train
330,luxwort-1902-03-01-a-i0014,de,mduring,impresso-newsagencies: DE,True,train
331,luxwort-1902-12-29-a-i0010,de,mduring,impresso-newsagencies: DE,True,train
332,luxwort-1903-04-21-a-i0003,de,mduring,impresso-newsagencies: DE,True,train
333,luxwort-1904-02-20-b-i0003,de,mduring,impresso-newsagencies: DE,True,train
334,luxwort-1904-02-25-a-i0009,de,mduring,impresso-newsagencies: DE,True,train
335,luxwort-1904-05-21-a-i0007,de,mduring,impresso-newsagencies: DE,True,train
336,luxwort-1905-03-11-b-i0009,de,mduring,impresso-newsagencies: DE,True,train
337,luxwort-1907-05-18-b-i0014,de,mduring,impresso-newsagencies: DE,True,dev
338,luxwort-1912-07-30-a-i0012,de,mduring,impresso-newsagencies: DE,True,train
339,luxwort-1915-02-05-a-i0001,de,mduring,impresso-newsagencies: DE,True,train
340,luxwort-1915-06-03-a-i0016,de,mduring,impresso-newsagencies: DE,True,train
341,luxwort-1915-08-21-a-i0020,de,mduring,impresso-newsagencies: DE,True,train
342,luxwort-1915-08-28-a-i0018,de,mduring,impresso-newsagencies: DE,True,train
343,luxwort-1915-10-08-a-i0004,de,mduring,impresso-newsagencies: DE,True,train
344,luxwort-1915-11-01-a-i0035,de,mduring,impresso-newsagencies: DE,True,train
345,luxwort-1916-03-14-a-i0014,de,mduring,impresso-newsagencies: DE,True,train
346,luxwort-1916-09-16-a-i0007,de,mduring,impresso-newsagencies: DE,True,train
347,luxwort-1917-02-19-a-i0027,de,lmarxen,impresso-newsagencies: DE,True,test
348,luxwort-1917-05-10-a-i0005,de,lmarxen,impresso-newsagencies: DE,True,train
349,luxwort-1917-06-27-a-i0010,de,lmarxen,impresso-newsagencies: DE,True,dev
350,luxwort-1918-03-26-a-i0003,de,mduring,impresso-newsagencies: DE,True,train
351,luxwort-1920-12-06-a-i0006,de,mduring,impresso-newsagencies: DE,True,train
352,luxwort-1922-07-21-b-i0010,de,mduring,impresso-newsagencies: DE,True,train
353,luxwort-1922-09-14-a-i0017,de,mduring,impresso-newsagencies: DE,True,train
354,luxwort-1923-03-15-a-i0012,de,mduring,impresso-newsagencies: DE,True,test
355,luxwort-1923-04-05-a-i0017,de,mduring,impresso-newsagencies: DE,True,train
356,luxwort-1923-04-10-a-i0030,de,mduring,impresso-newsagencies: DE,True,train
357,luxwort-1923-07-19-a-i0003,de,mduring,impresso-newsagencies: DE,True,train
358,luxwort-1923-08-28-a-i0023,de,mduring,impresso-newsagencies: DE,True,train
359,luxwort-1923-10-16-a-i0013,de,mduring,impresso-newsagencies: DE,True,train
360,luxwort-1924-06-02-a-i0006,de,mduring,impresso-newsagencies: DE,True,train
361,luxwort-1924-12-23-a-i0022,de,mduring,impresso-newsagencies: DE,True,train
362,luxwort-1926-06-11-a-i0046,de,mduring,impresso-newsagencies: DE,True,train
363,luxwort-1928-01-07-a-i0007,de,mduring,impresso-newsagencies: DE,True,train
364,luxwort-1928-11-30-a-i0028,de,mduring,impresso-newsagencies: DE,True,train
365,luxwort-1928-12-04-a-i0057,de,mduring,impresso-newsagencies: DE,True,dev
366,luxwort-1929-05-24-a-i0028,de,mduring,impresso-newsagencies: DE,True,train
367,luxwort-1929-10-10-a-i0002,de,mduring,impresso-newsagencies: DE,True,train
368,luxwort-1929-11-21-a-i0021,de,mduring,impresso-newsagencies: DE,True,train
369,luxwort-1930-12-17-a-i0004,de,mduring,impresso-newsagencies: DE,True,train
370,luxwort-1931-02-26-b-i0003,de,mduring,impresso-newsagencies: DE,True,test
371,luxwort-1932-07-08-a-i0004,de,mduring,impresso-newsagencies: DE,True,test
372,luxwort-1932-09-26-a-i0048,de,mduring,impresso-newsagencies: DE,True,train
373,luxwort-1933-01-17-a-i0022,de,mduring,impresso-newsagencies: DE,True,train
374,luxwort-1933-05-01-a-i0039,de,mduring,impresso-newsagencies: DE,True,train
375,luxwort-1933-10-23-a-i0021,de,mduring,impresso-newsagencies: DE,True,train
376,luxwort-1934-03-23-a-i0022,de,mduring,impresso-newsagencies: DE,True,train
377,luxwort-1934-04-24-a-i0024,de,mduring,impresso-newsagencies: DE,True,test
378,luxwort-1934-07-12-a-i0003,de,mduring,impresso-newsagencies: DE,True,dev
379,luxwort-1934-10-24-a-i0045,de,mduring,impresso-newsagencies: DE,True,train
380,luxwort-1934-11-28-a-i0051,de,mduring,impresso-newsagencies: DE,True,train
381,luxwort-1935-02-09-a-i0076,de,mduring,impresso-newsagencies: DE,True,train
382,luxwort-1936-07-29-a-i0018,de,mduring,impresso-newsagencies: DE,True,dev
383,luxwort-1937-01-16-a-i0003,de,mduring,impresso-newsagencies: DE,True,train
384,luxwort-1937-12-26-a-i0011,de,mduring,impresso-newsagencies: DE,True,train
385,luxwort-1938-07-09-a-i0134,de,mduring,impresso-newsagencies: DE,True,dev
386,luxwort-1938-09-28-a-i0034,de,mduring,impresso-newsagencies: DE,True,train
387,luxwort-1938-11-09-a-i0066,de,mduring,impresso-newsagencies: DE,True,train
388,luxwort-1938-11-23-a-i0067,de,mduring,impresso-newsagencies: DE,True,train
389,luxwort-1938-11-25-a-i0021,de,mduring,impresso-newsagencies: DE,True,train
390,luxwort-1939-05-13-a-i0129,de,mduring,impresso-newsagencies: DE,True,train
391,luxwort-1939-06-01-a-i0043,de,mduring,impresso-newsagencies: DE,True,train
392,luxwort-1939-08-05-a-i0065,de,mduring,impresso-newsagencies: DE,True,train
393,luxwort-1939-12-08-a-i0058,de,mduring,impresso-newsagencies: DE,True,train
394,luxwort-1940-08-16-a-i0014,de,mduring,impresso-newsagencies: DE,True,train
395,luxwort-1941-03-24-a-i0008,de,mduring,impresso-newsagencies: DE,True,train
396,luxwort-1944-11-11-a-i0040,de,mduring,impresso-newsagencies: DE,True,train
397,luxwort-1944-11-29-a-i0023,de,mduring,impresso-newsagencies: DE,True,train
398,luxwort-1946-12-17-a-i0032,de,mduring,impresso-newsagencies: DE,True,train
399,luxwort-1947-03-14-a-i0004,de,mduring,impresso-newsagencies: DE,True,dev
400,luxwort-1948-04-02-a-i0004,de,mduring,impresso-newsagencies: DE,True,train
401,luxwort-1863-08-15-a-i0004,fr,lmarxen,impresso-newsagencies: DE,True,train
402,luxwort-1866-06-10-a-i0062,fr,lmarxen,impresso-newsagencies: DE,True,train
403,luxwort-1867-07-21-a-i0016,fr,lmarxen,impresso-newsagencies: DE,True,dev
404,luxwort-1880-03-06-a-i0013,fr,lmarxen,impresso-newsagencies: DE,True,train
405,luxwort-1898-05-21-b-i0016,fr,lmarxen,impresso-newsagencies: DE,True,train
406,luxwort-1949-05-19-a-i0061,fr,lmarxen,impresso-newsagencies: DE,True,train
407,obermosel-1882-08-02-a-i0020,de,mduring,impresso-newsagencies: DE,True,test
408,obermosel-1883-06-06-a-i0011,de,mduring,impresso-newsagencies: DE,True,train
409,obermosel-1885-04-22-a-i0015,de,mduring,impresso-newsagencies: DE,True,test
410,obermosel-1886-02-23-a-i0014,de,mduring,impresso-newsagencies: DE,True,train
411,obermosel-1891-01-27-a-i0013,de,mduring,impresso-newsagencies: DE,True,train
412,obermosel-1891-04-10-a-i0034,de,mduring,impresso-newsagencies: DE,True,train
413,obermosel-1893-02-17-a-i0031,de,mduring,impresso-newsagencies: DE,True,train
414,obermosel-1893-05-12-b-i0002,de,mduring,impresso-newsagencies: DE,True,train
415,obermosel-1893-07-25-a-i0034,de,mduring,impresso-newsagencies: DE,True,train
416,obermosel-1894-08-10-a-i0020,de,mduring,impresso-newsagencies: DE,True,test
417,obermosel-1895-08-16-a-i0002,de,mduring,impresso-newsagencies: DE,True,train
418,obermosel-1897-03-02-a-i0018,de,mduring,impresso-newsagencies: DE,True,train
419,obermosel-1903-06-19-a-i0022,de,mduring,impresso-newsagencies: DE,True,train
420,obermosel-1904-04-29-a-i0015,de,mduring,impresso-newsagencies: DE,True,train
421,obermosel-1906-10-02-b-i0013,de,mduring,impresso-newsagencies: DE,True,train
422,obermosel-1907-10-01-a-i0008,de,mduring,impresso-newsagencies: DE,True,train
423,obermosel-1912-12-28-a-i0033,de,mduring,impresso-newsagencies: DE,True,train
424,obermosel-1915-04-20-a-i0019,de,mduring,impresso-newsagencies: DE,True,dev
425,obermosel-1918-02-15-a-i0006,de,mduring,impresso-newsagencies: DE,True,train
426,obermosel-1918-04-03-a-i0005,de,mduring,impresso-newsagencies: DE,True,train
427,obermosel-1918-09-20-b-i0011,de,mduring,impresso-newsagencies: DE,True,test
428,obermosel-1922-01-04-a-i0011,de,mduring,impresso-newsagencies: DE,True,dev
429,obermosel-1926-08-28-a-i0034,de,mduring,impresso-newsagencies: DE,True,train
430,obermosel-1928-04-05-a-i0007,de,mduring,impresso-newsagencies: DE,True,dev
431,obermosel-1932-12-12-a-i0005,de,mduring,impresso-newsagencies: DE,True,dev
432,obermosel-1938-07-16-a-i0153,de,mduring,impresso-newsagencies: DE,True,train
433,obermosel-1938-11-11-a-i0078,de,mduring,impresso-newsagencies: DE,True,train
434,obermosel-1939-12-18-a-i0026,de,mduring,impresso-newsagencies: DE,True,train
435,obermosel-1940-06-10-a-i0029,de,mduring,impresso-newsagencies: DE,True,train
436,obermosel-1941-01-10-a-i0001,de,mduring,impresso-newsagencies: DE,True,train
437,obermosel-1941-04-15-a-i0006,de,mduring,impresso-newsagencies: DE,True,train
438,obermosel-1941-05-07-a-i0018,de,mduring,impresso-newsagencies: DE,True,train
439,obermosel-1947-01-18-a-i0008,de,mduring,impresso-newsagencies: DE,True,train
440,tageblatt-1914-01-05-a-i0031,de,lmarxen,impresso-newsagencies: DE,True,train
441,tageblatt-1914-01-05-a-i0031,de,lmarxen,impresso-newsagencies: FR,True,train
442,tageblatt-1915-05-29-a-i0010,de,lmarxen,impresso-newsagencies: DE,True,train
443,tageblatt-1915-05-29-a-i0010,de,lmarxen,impresso-newsagencies: FR,True,train
444,tageblatt-1916-09-30-a-i0034,de,lmarxen,impresso-newsagencies: DE,True,train
445,tageblatt-1916-09-30-a-i0034,de,lmarxen,impresso-newsagencies: FR,True,train
446,tageblatt-1917-05-09-a-i0003,de,lmarxen,impresso-newsagencies: DE,True,train
447,tageblatt-1917-05-09-a-i0003,de,lmarxen,impresso-newsagencies: FR,True,train
448,tageblatt-1919-06-18-b-i0022,de,lmarxen,impresso-newsagencies: DE,True,train
449,tageblatt-1919-06-18-b-i0022,de,lmarxen,impresso-newsagencies: FR,True,train
450,tageblatt-1922-11-02-a-i0010,de,lmarxen,impresso-newsagencies: DE,True,train
451,tageblatt-1922-11-02-a-i0010,de,lmarxen,impresso-newsagencies: FR,True,train
452,tageblatt-1924-12-20-a-i0014,de,lmarxen,impresso-newsagencies: DE,True,train
453,tageblatt-1924-12-20-a-i0014,de,lmarxen,impresso-newsagencies: FR,True,train
454,tageblatt-1936-03-14-a-i0122,fr,lmarxen,impresso-newsagencies: DE,True,train
455,tageblatt-1936-03-14-a-i0122,fr,lmarxen,impresso-newsagencies: FR,True,train
456,volkfreu1869-1874-04-29-a-i0042,de,lmarxen,impresso-newsagencies: DE,True,dev
457,volkfreu1869-1874-04-29-a-i0042,de,lmarxen,impresso-newsagencies: FR,True,dev
458,volkfreu1869-1875-12-29-a-i0035,de,lmarxen,impresso-newsagencies: DE,True,train
459,volkfreu1869-1875-12-29-a-i0035,de,lmarxen,impresso-newsagencies: FR,True,train
460,volkfreu1869-1876-02-20-a-i0018,de,lmarxen,impresso-newsagencies: DE,True,train
461,volkfreu1869-1876-02-20-a-i0018,de,lmarxen,impresso-newsagencies: FR,True,train
462,volkfreu1869-1871-07-20-a-i0009,fr,lmarxen,impresso-newsagencies: DE,True,train
463,volkfreu1869-1871-07-20-a-i0009,fr,lmarxen,impresso-newsagencies: FR,True,train
464,volkfreu1869-1873-03-19-a-i0005,fr,lmarxen,impresso-newsagencies: DE,True,test
465,volkfreu1869-1873-03-19-a-i0005,fr,lmarxen,impresso-newsagencies: FR,True,test
466,waechtersauer-1849-04-06-a-i0007,de,mduring,impresso-newsagencies: DE,True,test
467,waechtersauer-1849-07-21-a-i0001,de,mduring,impresso-newsagencies: DE,True,train
468,waechtersauer-1853-02-23-a-i0001,de,mduring,impresso-newsagencies: DE,True,train
469,waechtersauer-1853-06-18-a-i0019,de,mduring,impresso-newsagencies: DE,True,train
470,waechtersauer-1854-06-21-a-i0010,de,mduring,impresso-newsagencies: DE,True,train
471,waechtersauer-1856-09-27-a-i0010,de,mduring,impresso-newsagencies: DE,True,train
472,waechtersauer-1858-11-10-a-i0001,de,mduring,impresso-newsagencies: DE,True,train
473,waechtersauer-1862-03-01-a-i0018,de,mduring,impresso-newsagencies: DE,True,train
474,waechtersauer-1862-12-09-a-i0014,de,mduring,impresso-newsagencies: DE,True,train
475,waechtersauer-1863-03-15-a-i0019,de,mduring,impresso-newsagencies: DE,True,train
476,waechtersauer-1864-01-17-a-i0020,de,mduring,impresso-newsagencies: DE,True,train
477,waechtersauer-1864-04-21-a-i0008,de,mduring,impresso-newsagencies: DE,True,train
478,waechtersauer-1864-07-26-a-i0005,de,mduring,impresso-newsagencies: DE,True,train
479,waechtersauer-1864-12-15-a-i0018,de,mduring,impresso-newsagencies: DE,True,train
480,waechtersauer-1865-12-31-a-i0020,de,mduring,impresso-newsagencies: DE,True,train
481,waechtersauer-1866-02-04-a-i0015,de,mduring,impresso-newsagencies: DE,True,train
482,waechtersauer-1851-12-03-a-i0013,fr,lmarxen,impresso-newsagencies: DE,True,train
483,waechtersauer-1856-07-09-a-i0017,fr,lmarxen,impresso-newsagencies: DE,True,test
484,waechtersauer-1859-10-22-a-i0040,fr,lmarxen,impresso-newsagencies: DE,True,train
485,CDV-1844-01-10-a-i0007,fr,lmarxen,impresso-newsagencies: FR,True,train
486,CDV-1844-04-17-a-i0009,fr,lmarxen,impresso-newsagencies: FR,True,test
487,CDV-1844-06-26-a-i0002,fr,lmarxen,impresso-newsagencies: FR,True,train
488,CDV-1850-02-02-a-i0005,fr,lmarxen,impresso-newsagencies: FR,True,train
489,CDV-1856-10-18-a-i0003,fr,lmarxen,impresso-newsagencies: FR,True,train
490,EXP-1844-11-07-a-i0019,fr,mehrmann,impresso-newsagencies: FR,True,train
491,EXP-1845-06-12-a-i0014,fr,mehrmann,impresso-newsagencies: FR,True,train
492,EXP-1848-07-13-a-i0004,fr,mehrmann,impresso-newsagencies: FR,True,train
493,EXP-1848-07-20-a-i0003,fr,mehrmann,impresso-newsagencies: FR,True,test
494,EXP-1849-02-22-a-i0007,fr,mehrmann,impresso-newsagencies: FR,True,dev
495,EXP-1850-01-31-a-i0011,fr,mehrmann,impresso-newsagencies: FR,True,train
496,EXP-1855-10-13-a-i0006,fr,mehrmann,impresso-newsagencies: FR,True,test
497,EXP-1862-08-16-a-i0014,fr,mehrmann,impresso-newsagencies: FR,True,dev
498,EXP-1863-08-26-a-i0018,fr,mehrmann,impresso-newsagencies: FR,True,train
499,EXP-1865-01-04-a-i0001,fr,mehrmann,impresso-newsagencies: FR,True,train
500,EXP-1871-10-14-a-i0037,fr,mehrmann,impresso-newsagencies: FR,True,test
501,EXP-1873-12-10-a-i0018,fr,mehrmann,impresso-newsagencies: FR,True,test
502,EXP-1880-10-16-a-i0094,fr,mehrmann,impresso-newsagencies: FR,True,train
503,EXP-1881-03-26-a-i0043,fr,mehrmann,impresso-newsagencies: FR,True,train
504,EXP-1882-02-14-a-i0025,fr,mehrmann,impresso-newsagencies: FR,True,train
505,EXP-1882-11-28-a-i0022,fr,mehrmann,impresso-newsagencies: FR,True,train
506,EXP-1886-08-26-a-i0056,fr,mehrmann,impresso-newsagencies: FR,True,train
507,EXP-1887-03-12-a-i0014,fr,mehrmann,impresso-newsagencies: FR,True,train
508,EXP-1887-10-15-a-i0017,fr,mehrmann,impresso-newsagencies: FR,True,train
509,EXP-1889-01-23-a-i0023,fr,mehrmann,impresso-newsagencies: FR,True,train
510,EXP-1893-04-13-a-i0030,fr,mehrmann,impresso-newsagencies: FR,True,train
511,EXP-1893-06-09-a-i0043,fr,mehrmann,impresso-newsagencies: FR,True,train
512,EXP-1895-04-19-a-i0030,fr,mehrmann,impresso-newsagencies: FR,True,dev
513,EXP-1895-09-21-a-i0020,fr,mehrmann,impresso-newsagencies: FR,True,train
514,EXP-1896-01-18-a-i0004,fr,mehrmann,impresso-newsagencies: FR,True,train
515,EXP-1897-02-10-a-i0037,fr,mehrmann,impresso-newsagencies: FR,True,train
516,EXP-1897-12-30-a-i0053,fr,mehrmann,impresso-newsagencies: FR,True,train
517,EXP-1899-07-11-a-i0014,fr,mehrmann,impresso-newsagencies: FR,True,train
518,EXP-1900-05-23-a-i0016,fr,mehrmann,impresso-newsagencies: FR,True,train
519,EXP-1902-02-17-a-i0020,fr,mehrmann,impresso-newsagencies: FR,True,dev
520,EXP-1903-12-03-a-i0072,fr,mehrmann,impresso-newsagencies: FR,True,train
521,EXP-1905-04-06-a-i0028,fr,mehrmann,impresso-newsagencies: FR,True,dev
522,EXP-1908-10-20-a-i0003,fr,mehrmann,impresso-newsagencies: FR,True,train
523,EXP-1909-02-18-a-i0095,fr,mehrmann,impresso-newsagencies: FR,True,train
524,EXP-1909-03-27-a-i0029,fr,mehrmann,impresso-newsagencies: FR,True,train
525,EXP-1914-11-26-a-i0058,fr,mehrmann,impresso-newsagencies: FR,True,train
526,EXP-1915-03-03-a-i0038,fr,mehrmann,impresso-newsagencies: FR,True,train
527,EXP-1915-07-08-a-i0059,fr,mehrmann,impresso-newsagencies: FR,True,train
528,EXP-1915-11-19-a-i0097,fr,mehrmann,impresso-newsagencies: FR,True,test
529,EXP-1915-11-22-a-i0054,fr,mehrmann,impresso-newsagencies: FR,True,train
530,EXP-1916-02-15-a-i0092,fr,mehrmann,impresso-newsagencies: FR,True,train
531,EXP-1916-06-02-a-i0071,fr,mehrmann,impresso-newsagencies: FR,True,train
532,EXP-1917-05-11-a-i0037,fr,mehrmann,impresso-newsagencies: FR,True,train
533,EXP-1917-09-05-a-i0051,fr,mehrmann,impresso-newsagencies: FR,True,train
534,EXP-1918-03-21-a-i0103,fr,mehrmann,impresso-newsagencies: FR,True,train
535,EXP-1918-06-06-a-i0073,fr,mehrmann,impresso-newsagencies: FR,True,dev
536,EXP-1918-09-16-a-i0067,fr,mehrmann,impresso-newsagencies: FR,True,train
537,EXP-1919-05-20-a-i0039,fr,mehrmann,impresso-newsagencies: FR,True,train
538,EXP-1920-08-09-a-i0062,fr,mehrmann,impresso-newsagencies: FR,True,train
539,EXP-1921-01-04-a-i0047,fr,mehrmann,impresso-newsagencies: FR,True,train
540,EXP-1921-03-09-a-i0009,fr,mehrmann,impresso-newsagencies: FR,True,dev
541,EXP-1922-04-20-a-i0088,fr,mehrmann,impresso-newsagencies: FR,True,train
542,EXP-1923-02-01-a-i0085,fr,mehrmann,impresso-newsagencies: FR,True,train
543,EXP-1923-02-14-a-i0062,fr,mehrmann,impresso-newsagencies: FR,True,train
544,EXP-1923-03-09-a-i0087,fr,mehrmann,impresso-newsagencies: FR,True,train
545,EXP-1924-03-27-a-i0077,fr,mehrmann,impresso-newsagencies: FR,True,train
546,EXP-1925-05-15-a-i0089,fr,mehrmann,impresso-newsagencies: FR,True,train
547,EXP-1925-08-15-a-i0073,fr,mehrmann,impresso-newsagencies: FR,True,dev
548,EXP-1926-04-03-a-i0142,fr,mehrmann,impresso-newsagencies: FR,True,train
549,EXP-1926-10-09-a-i0174,fr,mehrmann,impresso-newsagencies: FR,True,dev
550,EXP-1927-11-25-a-i0098,fr,mehrmann,impresso-newsagencies: FR,True,dev
551,EXP-1927-12-08-a-i0088,fr,mehrmann,impresso-newsagencies: FR,True,train
552,EXP-1928-05-15-a-i0009,fr,mehrmann,impresso-newsagencies: FR,True,train
553,EXP-1928-06-20-a-i0016,fr,mehrmann,impresso-newsagencies: FR,True,test
554,EXP-1929-04-08-a-i0018,fr,mehrmann,impresso-newsagencies: FR,True,train
555,EXP-1930-08-07-a-i0091,fr,mehrmann,impresso-newsagencies: FR,True,test
556,EXP-1930-08-22-a-i0103,fr,mehrmann,impresso-newsagencies: FR,True,train
557,EXP-1930-10-20-a-i0073,fr,mehrmann,impresso-newsagencies: FR,True,train
558,EXP-1931-03-27-a-i0008,fr,mehrmann,impresso-newsagencies: FR,True,train
559,EXP-1931-05-29-a-i0016,fr,mehrmann,impresso-newsagencies: FR,True,train
560,EXP-1931-07-03-a-i0082,fr,mehrmann,impresso-newsagencies: FR,True,train
561,EXP-1931-08-29-a-i0099,fr,mehrmann,impresso-newsagencies: FR,True,test
562,EXP-1931-12-14-a-i0008,fr,mehrmann,impresso-newsagencies: FR,True,train
563,EXP-1932-03-07-a-i0070,fr,mehrmann,impresso-newsagencies: FR,True,train
564,EXP-1933-08-14-a-i0081,fr,mehrmann,impresso-newsagencies: FR,True,train
565,EXP-1933-09-21-a-i0007,fr,mehrmann,impresso-newsagencies: FR,True,test
566,EXP-1933-11-17-a-i0096,fr,mehrmann,impresso-newsagencies: FR,True,train
567,EXP-1935-06-01-a-i0147,fr,mehrmann,impresso-newsagencies: FR,True,train
568,EXP-1935-06-21-a-i0102,fr,mehrmann,impresso-newsagencies: FR,True,train
569,EXP-1936-02-27-a-i0060,fr,mehrmann,impresso-newsagencies: FR,True,train
570,EXP-1937-05-29-a-i0118,fr,mehrmann,impresso-newsagencies: FR,True,train
571,EXP-1937-06-22-a-i0096,fr,mehrmann,impresso-newsagencies: FR,True,train
572,EXP-1937-06-24-a-i0005,fr,mehrmann,impresso-newsagencies: FR,True,train
573,EXP-1938-03-15-a-i0108,fr,mehrmann,impresso-newsagencies: FR,True,train
574,EXP-1941-10-24-a-i0003,fr,mehrmann,impresso-newsagencies: FR,True,train
575,EXP-1942-06-06-a-i0094,fr,mehrmann,impresso-newsagencies: FR,True,train
576,EXP-1942-08-08-a-i0094,fr,mehrmann,impresso-newsagencies: FR,True,train
577,EXP-1943-01-15-a-i0065,fr,mehrmann,impresso-newsagencies: FR,True,train
578,EXP-1944-05-24-a-i0002,fr,mehrmann,impresso-newsagencies: FR,True,dev
579,EXP-1946-07-29-a-i0099,fr,mehrmann,impresso-newsagencies: FR,True,train
580,EXP-1946-08-20-a-i0084,fr,mehrmann,impresso-newsagencies: FR,True,train
581,EXP-1947-05-17-a-i0211,fr,mehrmann,impresso-newsagencies: FR,True,train
582,EXP-1948-11-17-a-i0013,fr,mehrmann,impresso-newsagencies: FR,True,train
583,EXP-1951-06-08-a-i0003,fr,mehrmann,impresso-newsagencies: FR,True,train
584,EXP-1954-06-30-a-i0007,fr,mehrmann,impresso-newsagencies: FR,True,train
585,EXP-1955-03-30-a-i0176,fr,mehrmann,impresso-newsagencies: FR,True,dev
586,EXP-1956-05-07-a-i0124,fr,mehrmann,impresso-newsagencies: FR,True,train
587,EXP-1958-08-08-a-i0199,fr,mehrmann,impresso-newsagencies: FR,True,train
588,EXP-1959-06-10-a-i0208,fr,mehrmann,impresso-newsagencies: FR,True,dev
589,EXP-1960-07-07-a-i0271,fr,mehrmann,impresso-newsagencies: FR,True,test
590,EXP-1961-03-21-a-i0271,fr,mehrmann,impresso-newsagencies: FR,True,train
591,EXP-1961-08-16-a-i0002,fr,mehrmann,impresso-newsagencies: FR,True,train
592,EXP-1961-12-15-a-i0390,fr,mehrmann,impresso-newsagencies: FR,True,test
593,EXP-1962-05-03-a-i0002,fr,mehrmann,impresso-newsagencies: FR,True,train
594,EXP-1962-07-30-a-i0008,fr,mehrmann,impresso-newsagencies: FR,True,train
595,EXP-1962-10-20-a-i0346,fr,mehrmann,impresso-newsagencies: FR,True,train
596,EXP-1964-12-14-a-i0351,fr,mehrmann,impresso-newsagencies: FR,True,train
597,EXP-1965-08-05-a-i0271,fr,mehrmann,impresso-newsagencies: FR,True,train
598,EXP-1966-01-25-a-i0355,fr,mehrmann,impresso-newsagencies: FR,True,train
599,EXP-1966-09-30-a-i0473,fr,mehrmann,impresso-newsagencies: FR,True,train
600,EXP-1966-10-20-a-i0471,fr,mehrmann,impresso-newsagencies: FR,True,train
601,EXP-1967-05-01-a-i0325,fr,mehrmann,impresso-newsagencies: FR,True,train
602,EXP-1968-05-11-a-i0004,fr,mehrmann,impresso-newsagencies: FR,True,train
603,EXP-1968-10-26-a-i0536,fr,mehrmann,impresso-newsagencies: FR,True,train
604,EXP-1968-11-04-a-i0383,fr,mehrmann,impresso-newsagencies: FR,True,train
605,EXP-1968-12-21-a-i0001,fr,mehrmann,impresso-newsagencies: FR,True,test
606,EXP-1969-02-13-a-i0007,fr,mehrmann,impresso-newsagencies: FR,True,train
607,EXP-1969-06-03-a-i0412,fr,mehrmann,impresso-newsagencies: FR,True,train
608,EXP-1969-07-03-a-i0447,fr,mehrmann,impresso-newsagencies: FR,True,test
609,EXP-1970-09-03-a-i0456,fr,mehrmann,impresso-newsagencies: FR,True,train
610,EXP-1970-09-25-a-i0540,fr,mehrmann,impresso-newsagencies: FR,True,train
611,EXP-1972-03-24-a-i0330,fr,mehrmann,impresso-newsagencies: FR,True,train
612,EXP-1972-07-12-a-i0317,fr,mehrmann,impresso-newsagencies: FR,True,train
613,EXP-1972-07-13-a-i0191,fr,mehrmann,impresso-newsagencies: FR,True,train
614,EXP-1973-12-11-a-i0374,fr,mehrmann,impresso-newsagencies: FR,True,test
615,EXP-1974-02-01-a-i0251,fr,mehrmann,impresso-newsagencies: FR,True,train
616,EXP-1974-09-25-a-i0408,fr,mehrmann,impresso-newsagencies: FR,True,dev
617,EXP-1975-02-20-a-i0337,fr,mehrmann,impresso-newsagencies: FR,True,train
618,EXP-1976-01-16-a-i0221,fr,mehrmann,impresso-newsagencies: FR,True,train
619,EXP-1976-04-06-a-i0371,fr,mehrmann,impresso-newsagencies: FR,True,dev
620,EXP-1976-05-31-a-i0116,fr,mehrmann,impresso-newsagencies: FR,True,train
621,EXP-1976-07-05-a-i0201,fr,mehrmann,impresso-newsagencies: FR,True,train
622,EXP-1977-04-05-a-i0262,fr,mehrmann,impresso-newsagencies: FR,True,train
623,EXP-1977-09-13-a-i0189,fr,mehrmann,impresso-newsagencies: FR,True,train
624,EXP-1978-04-29-a-i0270,fr,mehrmann,impresso-newsagencies: FR,True,train
625,EXP-1978-08-03-a-i0295,fr,mehrmann,impresso-newsagencies: FR,True,train
626,EXP-1978-08-18-a-i0406,fr,mehrmann,impresso-newsagencies: FR,True,train
627,EXP-1978-08-26-a-i0357,fr,mehrmann,impresso-newsagencies: FR,True,train
628,EXP-1980-04-18-a-i0512,fr,mehrmann,impresso-newsagencies: FR,True,train
